Player,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BB,SO,SLG,OPS,Rost,Yahoo,ESPN,PlayerId,Team
Juan Soto ,524,118,35,108,12,0.311,0.457,163,30,3,140,101,0.581,1.038,0.99,0.99,1.0,6906,WSH 
Vladimir Guerrero Jr. ,571,111,43,115,3,0.304,0.387,173,31,2,78,105,0.591,0.978,0.99,0.99,1.0,6050,TOR 
Trea Turner ,608,109,27,91,31,0.304,0.356,185,35,5,49,114,0.512,0.868,0.99,0.99,1.0,5828,LAD 
Jose Ramirez ,565,104,36,106,25,0.274,0.36,155,36,4,76,93,0.546,0.906,0.99,0.99,1.0,5288,CLE 
Bryce Harper ,538,108,38,104,13,0.283,0.405,152,35,2,111,150,0.566,0.971,0.99,0.99,1.0,4293,PHI 
Ronald Acuna Jr. ,483,107,36,85,23,0.282,0.377,136,27,2,74,139,0.569,0.947,0.99,0.99,1.0,6966,ATL 
Bo Bichette ,606,104,29,95,20,0.291,0.338,176,35,2,44,129,0.498,0.836,0.99,0.99,1.0,6808,TOR 
Freddie Freeman ,575,110,32,102,6,0.299,0.389,172,34,2,85,109,0.532,0.921,0.99,0.99,1.0,3365,LAD 
Mookie Betts ,579,116,30,88,17,0.281,0.37,163,36,3,81,103,0.512,0.881,0.99,0.99,1.0,4921,LAD 
Matt Olson ,562,100,43,116,3,0.267,0.361,150,30,0,82,135,0.55,0.91,0.99,0.98,1.0,5718,ATL 
Rafael Devers ,591,101,37,108,5,0.28,0.344,165,38,2,57,138,0.538,0.882,0.99,0.99,1.0,5175,BOS 
Aaron Judge ,558,100,40,103,5,0.279,0.37,155,26,0,81,167,0.54,0.91,0.99,0.99,1.0,4955,NYY 
Mike Trout ,507,103,37,99,8,0.279,0.404,142,27,3,106,148,0.567,0.971,0.99,0.99,1.0,3785,LAA 
Kyle Tucker ,552,92,32,98,17,0.283,0.35,156,34,4,57,110,0.534,0.884,0.99,0.99,1.0,6006,HOU 
Manny Machado ,587,94,33,104,11,0.279,0.35,164,30,2,64,108,0.508,0.858,0.99,0.99,1.0,3778,SD 
Yordan Alvarez ,542,92,37,110,2,0.281,0.355,153,32,2,62,145,0.552,0.907,0.99,0.99,1.0,6461,HOU 
Luis Robert ,574,90,30,90,16,0.287,0.332,165,35,3,39,146,0.516,0.848,0.99,0.99,0.99,6935,CWS 
Ozzie Albies ,606,101,28,92,18,0.272,0.324,165,37,6,47,119,0.493,0.818,0.99,0.99,1.0,5980,ATL 
Pete Alonso ,567,93,41,111,2,0.262,0.34,148,27,2,67,142,0.534,0.874,0.99,0.99,1.0,6960,NYM 
Nick Castellanos ,584,93,32,100,3,0.282,0.333,165,38,3,45,140,0.519,0.852,0.99,0.98,0.99,4631,PHI 
Tim Anderson ,616,98,22,71,19,0.294,0.325,181,34,2,28,137,0.461,0.786,0.98,0.99,0.97,4956,CWS 
Teoscar Hernandez ,571,89,33,102,10,0.265,0.321,151,29,2,46,169,0.498,0.819,0.91,0.94,0.87,4846,TOR 
Tyler O'Neill ,536,89,35,93,14,0.26,0.319,139,25,2,46,181,0.513,0.832,0.8,0.85,0.74,5050,STL 
Paul Goldschmidt ,585,96,30,90,7,0.279,0.359,163,31,2,73,142,0.491,0.85,0.99,0.99,0.99,4403,STL 
George Springer ,548,101,35,89,7,0.263,0.345,144,26,3,68,137,0.511,0.856,0.99,0.99,1.0,4614,TOR 
Byron Buxton ,519,89,32,83,17,0.271,0.315,140,34,3,33,137,0.534,0.849,0.98,0.98,0.98,4672,MIN 
Trevor Story ,573,92,27,85,21,0.261,0.329,150,36,4,58,159,0.483,0.812,0.98,0.98,0.97,4747,BOS 
Xander Bogaerts ,578,93,26,92,6,0.285,0.357,165,37,1,65,121,0.489,0.846,0.99,0.99,1.0,4347,BOS 
Austin Riley ,572,88,33,100,1,0.277,0.336,158,31,2,51,162,0.51,0.846,0.98,0.98,0.99,6022,ATL 
Starling Marte ,546,89,17,66,34,0.279,0.329,152,29,3,40,113,0.436,0.765,0.98,0.99,0.98,4377,NYM 
Franmil Reyes ,554,82,38,106,3,0.258,0.328,143,24,2,58,185,0.515,0.843,0.63,0.63,0.64,6005,CLE 
Kris Bryant ,555,95,27,85,8,0.278,0.355,154,35,3,66,138,0.498,0.853,0.94,0.94,0.95,4934,COL 
Jose Altuve ,580,102,26,78,7,0.276,0.342,160,30,2,58,95,0.47,0.812,0.99,0.98,1.0,4334,HOU 
Jorge Polanco ,582,89,26,88,11,0.271,0.326,158,33,3,48,113,0.473,0.799,0.94,0.94,0.95,5354,MIN 
Jose Abreu ,580,86,31,105,1,0.266,0.325,154,32,2,50,143,0.487,0.811,0.96,0.96,0.97,4594,CWS 
Max Muncy ,492,92,34,98,3,0.254,0.364,125,25,2,85,130,0.515,0.88,0.91,0.86,0.95,5207,LAD 
Francisco Lindor ,580,92,27,87,14,0.259,0.333,150,29,3,64,111,0.459,0.792,0.99,0.99,1.0,4569,NYM 
J.D. Martinez ,573,87,30,97,1,0.273,0.342,156,35,2,60,151,0.496,0.838,0.98,0.98,0.99,4339,BOS 
Bryan Reynolds ,571,92,24,85,5,0.284,0.363,162,34,6,71,132,0.493,0.857,0.9,0.88,0.91,6818,PIT 
Giancarlo Stanton ,521,80,36,100,1,0.263,0.345,137,23,0,65,163,0.516,0.861,0.98,0.98,0.98,3783,NYY 
Marcus Semien ,595,96,30,82,11,0.257,0.332,153,32,2,66,130,0.473,0.805,0.93,0.93,0.92,4544,TEX 
Kyle Schwarber ,509,92,38,91,3,0.247,0.347,126,22,1,78,162,0.52,0.867,0.95,0.94,0.96,5686,PHI 
Cedric Mullins II ,587,88,24,66,26,0.264,0.326,155,31,5,54,126,0.459,0.785,0.98,0.98,0.99,7400,BAL 
Corey Seager ,530,87,26,85,3,0.289,0.359,153,33,3,58,101,0.508,0.867,0.98,0.97,0.99,4805,TEX 
Brandon Lowe ,536,90,34,92,7,0.248,0.328,133,29,2,64,167,0.5,0.828,0.88,0.9,0.86,7236,TB 
Wander Franco ,580,91,19,82,9,0.287,0.344,166,33,8,50,83,0.468,0.811,0.99,0.98,1.0,7147,TB 
Eloy Jimenez ,553,77,32,98,1,0.272,0.321,151,30,1,40,144,0.503,0.824,0.88,0.9,0.85,5141,CWS 
Whit Merrifield ,610,88,13,64,29,0.28,0.324,171,36,4,39,98,0.413,0.736,0.96,0.97,0.95,6338,KC 
Christian Yelich ,523,92,24,80,14,0.265,0.369,139,27,3,86,147,0.464,0.833,0.98,0.97,0.98,4596,MIL 
Nolan Arenado ,587,83,31,100,2,0.262,0.325,154,31,2,54,96,0.481,0.806,0.99,0.99,1.0,4350,STL 
Rhys Hoskins ,516,89,36,94,4,0.244,0.345,126,30,1,80,146,0.513,0.858,0.89,0.88,0.9,6744,PHI 
Salvador Perez ,547,74,36,98,1,0.265,0.297,145,25,0,25,143,0.51,0.807,0.97,0.97,0.98,4147,KC 
Ketel Marte ,570,86,22,79,5,0.294,0.353,167,37,4,53,98,0.49,0.844,0.94,0.93,0.96,5179,ARI 
Jared Walsh ,543,80,32,98,2,0.263,0.329,143,31,2,53,157,0.501,0.83,0.91,0.93,0.89,8473,LAA 
Javier Baez ,574,80,29,86,16,0.255,0.291,146,27,3,30,186,0.461,0.752,0.84,0.91,0.78,4606,DET 
Randy Arozarena ,543,88,24,75,19,0.259,0.327,140,29,3,55,164,0.454,0.781,0.93,0.97,0.89,6962,TB 
Josh Bell ,535,84,29,97,0,0.265,0.351,142,28,2,71,118,0.487,0.837,0.96,0.93,0.98,4664,WSH 
Carlos Correa ,548,88,26,88,1,0.272,0.352,149,33,1,68,122,0.478,0.83,0.96,0.95,0.97,4673,MIN 
Ryan Mountcastle ,572,80,31,90,4,0.26,0.311,149,28,2,42,162,0.475,0.786,0.76,0.81,0.7,7239,BAL 
Nelson Cruz ,497,76,32,90,2,0.266,0.332,132,21,1,49,131,0.503,0.835,0.72,0.72,0.72,3796,WSH 
Joey Gallo ,501,91,40,96,5,0.211,0.345,106,18,1,102,211,0.492,0.836,0.51,0.45,0.56,4711,NYY 
Jonathan India ,555,97,23,72,11,0.261,0.345,145,33,2,71,146,0.451,0.796,0.82,0.86,0.78,6895,CIN 
Alex Bregman ,532,88,24,88,3,0.269,0.366,143,33,1,82,85,0.473,0.839,0.98,0.97,1.0,5973,HOU 
Joey Votto ,526,83,31,92,2,0.255,0.359,134,26,1,86,141,0.484,0.843,0.57,0.5,0.63,3535,CIN 
C.J. Cron ,497,75,30,91,1,0.269,0.34,134,28,1,53,125,0.512,0.852,0.96,0.96,0.96,4688,COL 
Mitch Haniger ,552,89,31,87,2,0.25,0.317,138,25,2,54,152,0.472,0.788,0.79,0.8,0.79,6481,SEA 
Justin Turner ,503,81,23,83,2,0.278,0.348,140,25,1,54,94,0.468,0.815,0.87,0.83,0.92,4261,LAD 
Adalberto Mondesi ,497,67,18,62,41,0.244,0.285,121,24,5,28,150,0.424,0.709,0.24,0.35,0.12,5860,KC 
Marcell Ozuna ,520,76,27,87,3,0.265,0.338,138,23,1,57,127,0.471,0.809,0.88,0.85,0.92,4726,ATL 
Anthony Rizzo ,514,82,27,80,6,0.257,0.337,132,24,2,62,94,0.466,0.803,0.97,0.95,0.99,4307,NYY 
Avisail Garcia ,545,74,25,81,8,0.266,0.317,145,24,1,41,142,0.451,0.768,0.4,0.36,0.44,4140,MIA 
Jazz Chisholm Jr. ,520,79,23,65,24,0.243,0.302,126,21,5,44,159,0.434,0.736,0.97,0.98,0.96,8449,MIA 
Lourdes Gurriel Jr. ,538,72,24,85,4,0.27,0.314,145,30,2,34,120,0.471,0.784,0.73,0.65,0.81,6931,TOR 
Seiya Suzuki ,476,73,23,74,9,0.272,0.351,130,25,2,58,110,0.478,0.829,0.89,0.87,0.92,6973,CHC 
Jake Cronenworth ,558,84,18,73,7,0.274,0.338,153,33,6,54,93,0.451,0.79,0.88,0.83,0.93,7868,SD 
Dansby Swanson ,569,82,24,80,9,0.251,0.314,143,30,2,52,157,0.442,0.756,0.83,0.88,0.78,5965,ATL 
Ryan McMahon ,535,80,25,84,5,0.255,0.329,136,29,2,59,158,0.457,0.786,0.75,0.79,0.71,5009,COL 
J.T. Realmuto ,510,77,22,76,11,0.261,0.324,133,26,3,47,133,0.452,0.775,0.98,0.98,0.99,5371,PHI 
Miguel Sano ,523,81,35,90,2,0.228,0.315,119,26,1,66,204,0.48,0.795,0.11,0.11,0.11,4634,MIN 
Anthony Rendon ,510,77,22,84,2,0.27,0.358,138,31,1,70,93,0.465,0.823,0.96,0.94,0.98,4291,LAA 
Eddie Rosario ,486,69,23,78,9,0.27,0.317,131,25,2,34,80,0.474,0.791,0.36,0.23,0.48,4556,ATL 
Willy Adames ,550,81,25,78,6,0.256,0.329,141,30,2,60,168,0.456,0.785,0.86,0.87,0.85,5988,MIL 
Hunter Renfroe ,503,76,32,87,3,0.24,0.305,121,25,1,47,141,0.482,0.788,0.77,0.76,0.78,4959,MIL 
Matt Chapman ,537,84,32,88,2,0.232,0.319,125,25,3,69,182,0.468,0.788,0.79,0.76,0.83,6315,TOR 
Bobby Witt Jr. ,531,73,21,71,18,0.256,0.308,136,28,3,40,133,0.442,0.75,0.92,0.94,0.9,6810,KC 
Charlie Blackmon ,531,83,19,73,3,0.279,0.34,148,28,4,50,101,0.451,0.791,0.71,0.55,0.87,4418,COL 
Fernando Tatis Jr. ,302,62,25,61,15,0.288,0.368,87,17,1,38,88,0.604,0.972,0.98,0.97,0.98,6853,SD 
Will Smith ,426,73,27,82,2,0.26,0.349,111,22,2,58,104,0.511,0.86,0.99,0.98,1.0,7671,LAD 
Randal Grichuk ,505,70,27,83,2,0.264,0.307,133,28,3,31,114,0.488,0.795,0.62,0.6,0.63,5423,COL 
Trent Grisham ,527,82,21,69,16,0.248,0.334,130,28,4,68,136,0.435,0.769,0.43,0.38,0.48,7502,SD 
Ty France ,538,77,20,77,1,0.277,0.331,149,30,1,44,109,0.448,0.779,0.96,0.95,0.98,8163,SEA 
Alex Verdugo ,533,79,15,68,6,0.286,0.347,152,34,2,50,96,0.445,0.792,0.72,0.59,0.85,5983,BOS 
Jesse Winker ,485,78,23,72,2,0.273,0.357,132,28,2,63,98,0.479,0.835,0.82,0.74,0.9,5719,SEA 
Jean Segura ,541,77,15,66,9,0.283,0.331,153,28,3,39,86,0.428,0.759,0.87,0.84,0.91,4179,PHI 
Gleyber Torres ,525,72,20,73,11,0.264,0.337,139,26,1,58,117,0.431,0.768,0.75,0.72,0.78,5133,NYY 
Austin Meadows ,494,73,25,82,6,0.251,0.323,124,27,4,53,119,0.474,0.797,0.74,0.71,0.78,4936,DET 
Trey Mancini ,557,78,24,79,1,0.262,0.325,146,30,2,52,141,0.452,0.777,0.65,0.64,0.66,5976,BAL 
Cody Bellinger ,477,76,25,80,9,0.241,0.327,115,23,3,61,123,0.461,0.787,0.92,0.89,0.95,6045,LAD 
Austin Hays ,529,74,24,76,7,0.256,0.299,136,27,3,32,120,0.454,0.753,0.59,0.5,0.68,7238,BAL 
Josh Donaldson ,474,79,28,79,1,0.249,0.355,118,22,0,78,126,0.474,0.828,0.75,0.7,0.81,3594,NYY 
Dylan Carlson ,562,84,21,72,6,0.258,0.329,145,32,4,59,149,0.441,0.77,0.53,0.47,0.58,6407,STL 
Adam Duvall ,483,68,33,91,3,0.23,0.284,111,19,2,37,154,0.485,0.769,0.32,0.37,0.27,5317,ATL 
Tommy Edman ,536,75,12,56,22,0.272,0.316,146,30,4,35,88,0.409,0.726,0.97,0.96,0.98,7752,STL 
Nathaniel Lowe ,515,76,22,75,5,0.26,0.352,134,24,2,73,148,0.442,0.794,0.29,0.22,0.36,7914,TEX 
Jorge Soler ,528,79,31,81,1,0.236,0.324,125,26,0,69,160,0.462,0.786,0.7,0.66,0.75,4495,MIA 
Julio Rodriguez ,490,70,19,66,12,0.269,0.33,132,26,2,45,125,0.446,0.776,0.82,0.88,0.76,43685,SEA 
Chris Taylor ,501,79,19,73,10,0.254,0.332,127,29,4,58,157,0.442,0.774,0.86,0.9,0.82,4888,LAD 
Yoan Moncada ,543,81,20,73,5,0.259,0.347,141,31,3,72,162,0.435,0.782,0.69,0.72,0.66,5679,CWS 
Yuli Gurriel ,527,73,16,75,2,0.283,0.34,149,30,1,45,72,0.436,0.776,0.71,0.64,0.77,6438,HOU 
Adolis Garcia ,533,70,27,80,12,0.233,0.275,124,25,2,30,177,0.442,0.717,0.64,0.75,0.52,6901,TEX 
Andrew Benintendi ,498,69,18,70,11,0.269,0.333,134,28,3,48,107,0.444,0.778,0.83,0.78,0.88,5972,KC 
AJ Pollock ,446,64,23,73,7,0.269,0.32,120,26,1,34,101,0.485,0.805,0.27,0.31,0.22,4637,CWS 
Brandon Belt ,461,75,27,72,4,0.251,0.347,115,23,2,68,132,0.486,0.833,0.43,0.42,0.44,3107,SF 
Frank Schwindel ,493,68,24,77,2,0.267,0.312,131,28,1,32,97,0.474,0.786,0.39,0.25,0.52,7532,CHC 
Kolten Wong ,530,80,14,59,14,0.267,0.325,142,31,3,45,97,0.42,0.744,0.66,0.57,0.74,4486,MIL 
Tommy Pham ,449,72,19,60,14,0.262,0.355,118,23,2,65,117,0.446,0.801,0.39,0.38,0.4,5584,CIN 
Ian Happ ,488,72,26,75,8,0.241,0.333,117,23,2,68,158,0.455,0.788,0.73,0.69,0.76,6008,CHC 
Jonathan Schoop ,554,73,22,74,2,0.264,0.303,146,26,2,31,123,0.438,0.74,0.32,0.2,0.44,4487,DET 
Amed Rosario ,543,74,13,61,12,0.277,0.316,150,26,6,31,116,0.418,0.734,0.36,0.32,0.41,5994,CLE 
Ke'Bryan Hayes ,554,76,16,67,11,0.262,0.326,145,33,4,53,131,0.418,0.745,0.8,0.78,0.82,6910,PIT 
Brendan Rodgers ,511,69,20,71,1,0.277,0.317,142,29,3,30,113,0.464,0.781,0.49,0.57,0.41,5966,COL 
Kike Hernandez ,523,82,23,70,2,0.253,0.324,132,32,3,55,115,0.455,0.78,0.47,0.26,0.69,5522,BOS 
Brandon Crawford ,510,70,19,74,7,0.26,0.328,133,28,2,51,117,0.439,0.766,0.55,0.55,0.55,4461,SF 
Jesus Aguilar ,485,64,24,82,1,0.259,0.332,126,23,0,53,108,0.454,0.787,0.36,0.33,0.39,5287,MIA 
Spencer Torkelson ,476,71,26,75,3,0.248,0.327,118,24,2,56,124,0.467,0.794,0.45,0.35,0.55,43877,DET 
Michael Brantley ,501,72,13,62,3,0.296,0.349,148,30,2,41,66,0.443,0.792,0.83,0.74,0.93,3748,HOU 
Max Kepler ,495,77,25,72,8,0.235,0.32,116,26,3,62,107,0.448,0.768,0.63,0.5,0.76,5357,MIN 
Wil Myers ,512,69,22,73,10,0.246,0.322,126,27,2,58,163,0.437,0.759,0.1,0.12,0.08,3471,SD 
Eduardo Escobar ,526,70,25,80,2,0.247,0.306,130,24,4,45,120,0.449,0.755,0.54,0.46,0.62,4117,NYM 
Jesus Sanchez ,497,67,25,75,3,0.254,0.314,126,20,4,44,142,0.462,0.776,0.2,0.22,0.18,6890,MIA 
Luke Voit ,467,69,26,78,0,0.248,0.324,116,20,1,52,144,0.463,0.787,0.3,0.31,0.29,7230,SD 
Anthony Santander ,513,68,25,75,2,0.252,0.296,129,30,1,32,119,0.461,0.756,0.45,0.25,0.65,4903,BAL 
Ramon Laureano ,450,66,21,62,13,0.25,0.311,113,25,2,40,130,0.451,0.763,0.18,0.28,0.08,6740,OAK 
Willson Contreras ,470,70,23,71,5,0.246,0.324,116,23,1,55,144,0.445,0.769,0.96,0.97,0.95,5919,CHC 
Harrison Bader ,479,68,20,64,12,0.248,0.312,119,25,2,45,130,0.432,0.744,0.5,0.59,0.41,6480,STL 
Mike Yastrzemski ,495,75,24,70,4,0.24,0.317,119,28,4,56,140,0.457,0.775,0.58,0.49,0.66,8467,SF 
Akil Baddoo ,471,68,17,58,18,0.248,0.322,117,22,6,52,136,0.428,0.751,0.1,0.09,0.1,7862,DET 
Bobby Dalbec ,447,64,28,75,3,0.236,0.3,106,21,3,40,165,0.487,0.787,0.12,0.15,0.09,8355,BOS 
Oneil Cruz ,421,57,19,61,12,0.265,0.318,112,22,4,33,113,0.474,0.793,0.16,0.26,0.06,39199,PIT 
Jo Adell ,494,64,22,73,8,0.244,0.293,120,23,4,34,151,0.438,0.731,0.11,0.18,0.05,6899,LAA 
Daulton Varsho ,451,65,20,63,10,0.253,0.318,114,23,4,43,108,0.451,0.769,0.96,0.96,0.96,7551,ARI 
Brandon Nimmo ,478,80,15,53,8,0.263,0.37,126,25,5,81,122,0.432,0.802,0.69,0.58,0.8,4685,NYM 
Mike Moustakas ,487,65,25,78,2,0.241,0.31,117,26,1,49,111,0.452,0.762,0.1,0.09,0.12,3779,CIN 
Jeimer Candelario ,542,74,19,70,1,0.257,0.336,139,33,3,64,137,0.434,0.77,0.29,0.1,0.48,5920,DET 
Luis Urias ,469,70,19,67,5,0.254,0.335,119,24,2,57,110,0.434,0.769,0.69,0.64,0.75,6936,MIL 
Alex Kirilloff ,455,60,19,66,4,0.268,0.318,122,24,2,33,109,0.456,0.774,0.19,0.17,0.21,6414,MIN 
Yasmani Grandal ,412,69,25,72,1,0.236,0.368,97,17,1,86,122,0.463,0.831,0.82,0.81,0.83,4445,CWS 
Mark Canha ,478,77,18,63,8,0.239,0.335,115,22,3,69,125,0.412,0.747,0.52,0.41,0.63,5670,NYM 
Jarred Kelenic ,477,66,22,68,11,0.23,0.3,110,23,2,48,136,0.425,0.725,0.29,0.28,0.31,6884,SEA 
Andrew McCutchen ,461,71,21,69,5,0.239,0.339,110,22,1,69,122,0.432,0.77,0.24,0.16,0.33,3052,MIL 
Lorenzo Cain ,455,64,12,53,16,0.267,0.333,121,22,1,45,91,0.398,0.731,0.02,0.02,0.01,3672,MIL 
Tyler Naquin ,456,62,19,66,5,0.26,0.31,118,25,2,33,120,0.447,0.757,0.18,0.23,0.13,5902,CIN 
Shohei Ohtani ,522,100,39,95,22,0.261,0.362,136,26,5,83,174,0.551,0.913,0.5,0.0,1.0,7354,LAA 
Myles Straw ,503,71,4,41,26,0.265,0.341,133,24,3,58,109,0.348,0.689,0.62,0.65,0.58,7628,CLE 
Michael Conforto ,434,66,19,66,3,0.254,0.347,110,23,1,62,113,0.443,0.79,0.28,0.17,0.39,5812,RF) FA 
Jeff McNeil ,490,66,13,59,4,0.276,0.329,135,29,2,39,74,0.419,0.748,0.84,0.79,0.89,8027,NYM 
Robbie Grossman ,470,70,16,55,14,0.243,0.344,114,22,3,72,120,0.407,0.75,0.35,0.3,0.4,4795,DET 
Manuel Margot ,444,60,13,55,16,0.258,0.32,115,22,3,41,85,0.409,0.729,0.6,0.71,0.49,5888,TB 
DJ LeMahieu ,468,70,11,52,4,0.283,0.348,132,22,2,47,72,0.407,0.756,0.95,0.92,0.99,4417,NYY 
Christian Walker ,477,66,19,67,2,0.251,0.318,120,27,2,47,129,0.432,0.75,0.28,0.32,0.24,4905,ARI 
Garrett Cooper ,444,62,18,63,2,0.264,0.337,117,20,2,49,128,0.441,0.778,0.02,0.03,0.02,7279,MIA 
Patrick Wisdom ,427,61,27,70,5,0.22,0.291,94,17,1,43,169,0.451,0.742,0.51,0.66,0.36,6255,CHC 
Eric Hosmer ,464,57,15,65,5,0.266,0.325,124,23,1,40,99,0.418,0.743,0.79,0.76,0.83,3329,SD 
J.P. Crawford ,565,77,10,56,7,0.26,0.329,147,32,2,58,110,0.379,0.709,0.71,0.59,0.82,4950,SEA 
Jeremy Pena ,463,59,17,57,10,0.254,0.302,118,20,3,32,121,0.421,0.723,0.74,0.8,0.68,43642,HOU 
Nick Senzel ,433,62,13,53,12,0.262,0.326,113,25,3,41,94,0.426,0.751,0.02,0.03,0.01,6475,CIN 
Luis Arraez ,475,67,5,48,3,0.298,0.361,142,25,4,47,53,0.399,0.76,0.71,0.67,0.76,8162,MIN 
Miguel Rojas ,494,62,9,52,12,0.268,0.318,132,27,2,37,73,0.388,0.706,0.03,0.02,0.05,5504,MIA 
Jose Iglesias ,466,58,9,54,5,0.288,0.317,134,29,2,20,68,0.417,0.735,0.06,0.07,0.05,3581,COL 
David Peralta ,484,59,13,64,2,0.268,0.327,130,25,5,43,101,0.419,0.745,0.12,0.07,0.16,5497,ARI 
Isiah Kiner-Falefa ,485,62,8,47,14,0.269,0.31,131,21,3,29,76,0.372,0.682,0.17,0.2,0.13,7662,NYY 
Eugenio Suarez ,464,63,26,73,1,0.217,0.3,101,18,1,55,154,0.429,0.729,0.64,0.75,0.54,5332,SEA 
David Fletcher ,564,70,4,48,11,0.273,0.317,154,29,3,37,61,0.358,0.675,0.23,0.05,0.42,7075,LAA 
Yandy Diaz ,446,64,13,59,2,0.267,0.36,119,21,1,64,84,0.412,0.772,0.22,0.11,0.32,6677,TB 
Rowdy Tellez ,381,54,21,61,1,0.258,0.321,98,20,1,35,91,0.479,0.8,0.71,0.75,0.66,5030,MIL 
Mitch Garver ,399,59,22,62,2,0.241,0.324,96,20,1,49,129,0.462,0.785,0.37,0.54,0.2,6239,TEX 
Gavin Lux ,405,62,14,56,6,0.257,0.331,104,20,4,45,98,0.424,0.755,0.51,0.5,0.51,7421,LAD 
Cesar Hernandez ,487,70,14,54,3,0.256,0.327,125,23,2,51,109,0.395,0.722,0.11,0.11,0.1,4279,WSH 
Paul DeJong ,443,60,21,63,5,0.232,0.3,103,20,1,43,124,0.423,0.723,0.02,0.02,0.01,7111,STL 
Lane Thomas ,422,62,16,56,10,0.238,0.317,100,22,3,49,126,0.419,0.736,0.01,0.01,0.01,8293,WSH 
Joc Pederson ,434,61,20,64,3,0.236,0.305,102,21,3,43,115,0.437,0.742,0.5,0.55,0.45,4769,SF 
Andres Gimenez ,423,56,13,47,18,0.246,0.287,104,22,3,24,109,0.402,0.689,0.37,0.47,0.26,7049,CLE 
Seth Brown ,441,58,22,65,5,0.226,0.284,100,22,2,36,143,0.441,0.725,0.04,0.04,0.04,30700,OAK 
Nick Madrigal ,453,58,5,45,10,0.29,0.332,131,22,5,28,44,0.396,0.728,0.17,0.04,0.3,6954,CHC 
Josh Naylor ,421,56,16,56,3,0.264,0.321,111,24,1,35,84,0.442,0.764,0.59,0.66,0.52,6054,CLE 
Adam Frazier ,500,68,8,46,7,0.269,0.324,134,27,3,41,72,0.382,0.706,0.51,0.38,0.64,6243,SEA 
Didi Gregorius ,428,55,17,63,4,0.245,0.295,105,20,3,30,74,0.424,0.719,0.04,0.04,0.04,4317,PHI 
Josh Rojas ,439,62,12,47,11,0.252,0.33,111,25,3,51,114,0.4,0.729,0.27,0.29,0.25,26964,ARI 
Willie Calhoun ,433,56,17,57,2,0.257,0.315,111,20,3,37,71,0.438,0.753,0.01,0.01,0.02,7005,TEX 
LaMonte Wade Jr. ,402,58,17,54,7,0.242,0.323,97,19,3,48,102,0.427,0.75,0.03,0.04,0.03,7573,SF 
Bobby Bradley ,409,56,25,66,1,0.217,0.288,89,18,1,41,155,0.447,0.735,0.01,0.01,0.0,6002,CLE 
Brian Anderson ,431,54,17,57,5,0.247,0.321,107,21,1,46,118,0.416,0.736,0.03,0.03,0.02,6730,MIA 
Pavin Smith ,448,59,13,53,2,0.265,0.329,119,23,3,43,93,0.418,0.747,0.06,0.06,0.06,6959,ARI 
Nicky Lopez ,476,62,4,42,15,0.267,0.329,127,22,4,44,74,0.355,0.684,0.07,0.07,0.07,7530,KC 
Kole Calhoun ,414,58,20,58,3,0.234,0.311,97,19,1,46,110,0.431,0.742,0.22,0.31,0.13,4554,TEX 
Gio Urshela ,427,53,14,57,1,0.266,0.308,114,25,1,26,96,0.43,0.737,0.21,0.26,0.15,5595,MIN 
Josh Lowe ,378,52,15,50,13,0.237,0.312,90,19,2,41,123,0.416,0.728,0.06,0.08,0.03,10142,TB 
Jonathan Villar ,386,52,13,42,16,0.25,0.317,96,16,2,38,109,0.4,0.716,0.18,0.3,0.07,4771,CHC 
Tyler Stephenson ,412,58,13,54,1,0.265,0.338,109,23,1,46,95,0.418,0.756,0.9,0.91,0.89,6024,CIN 
Keibert Ruiz ,385,50,16,58,0,0.265,0.32,102,20,1,31,55,0.447,0.768,0.83,0.82,0.84,6912,WSH 
Michael A. Taylor ,458,55,14,52,13,0.237,0.289,109,23,2,33,140,0.384,0.673,0.01,0.01,0.01,5442,KC 
Cavan Biggio ,429,64,16,55,7,0.229,0.336,98,21,2,69,132,0.4,0.736,0.05,0.05,0.05,4988,TOR 
Aaron Hicks ,410,63,17,58,4,0.23,0.338,94,18,2,67,109,0.409,0.747,0.04,0.03,0.05,4483,NYY 
Wilmer Flores ,375,50,16,52,1,0.267,0.325,100,19,1,32,57,0.451,0.776,0.49,0.38,0.6,4257,SF 
Miguel Cabrera ,452,50,16,63,0,0.253,0.313,114,17,0,40,113,0.394,0.707,0.07,0.07,0.08,3759,DET 
Sam Hilliard ,362,51,19,52,9,0.226,0.294,82,15,3,35,133,0.442,0.736,0.01,0.01,0.0,7679,COL 
Joey Wendle ,437,56,9,46,10,0.259,0.302,113,24,4,27,97,0.394,0.696,0.24,0.27,0.21,5169,MIA 
Carlos Santana ,439,60,17,59,2,0.232,0.338,102,18,0,70,84,0.393,0.731,0.24,0.05,0.43,3162,KC 
Ji-Man Choi ,412,58,17,61,1,0.233,0.339,96,21,1,66,129,0.415,0.754,0.08,0.07,0.08,5302,TB 
Raimel Tapia ,419,56,6,40,15,0.26,0.311,109,23,3,31,79,0.37,0.68,0.06,0.1,0.03,5240,TOR 
Alejandro Kirk ,337,48,15,52,1,0.266,0.336,90,19,0,36,57,0.463,0.799,0.24,0.32,0.17,43675,TOR 
Tony Kemp ,447,61,9,45,9,0.252,0.337,113,22,3,57,75,0.372,0.709,0.04,0.03,0.04,5979,OAK 
